-6.17268	1.88586	0.911485	0.0749262	-6.04654	1.94349	-6.1864	1.6703	0.3239	-0.9461
-5.90452	1.38874	0.664791	-1.18431	-5.9146	1.3466	-6.0305	1.3022	0.4399	-0.898
-5.55884	1.09473	0.910222	-0.706912	-5.54878	1.11551	-5.8297	0.9566	0.549	-0.8358
-5.59646	0.878371	-0.233453	-0.541382	-5.673	0.8892	-5.5872	0.6388	0.6494	-0.7604
-5.07994	0.15826	0.809429	-1.82217	-4.50005	0.142216	-5.3068	0.3539	0.7396	-0.673
-4.88567	0.316085	0.422185	0.426571	-4.9183	0.3989	-4.9928	0.1064	0.8181	-0.575
-1.18847	27.0865	10.7947	71.5811	-4.14918	-0.0588922	-4.6504	-0.0997	0.8838	-0.468
-3.61248	5.02832	-7.19041	-66.4816	-4.3559	-0.2878	-4.2848	-0.2614	0.9354	-0.3535
-11.6683	-1.74105	-17.7295	-2.21279	-3.74949	-0.502379	-3.9018	-0.3759	0.9724	-0.2335
-3.88113	-1.21048	7.59039	4.91046	-3.3611	-0.5804	-3.5075	-0.4416	0.994	-0.1098
7.67943	0.796645	47.1628	-9.17263	-3.41427	-0.471721	-3.108	-0.4572	0.9999	0.0157
1.01844	-0.9858	-27.2139	-12.0387	-2.898	-0.6003	-2.7098	-0.4228	0.99	0.1409
-3.61717	0.629398	-4.88465	8.25937	-2.34135	-0.368704	-2.319	-0.3386	0.9646	0.2638
-2.35625	-0.120893	2.23561	0.711907	-2.0654	-0.2484	-1.9419	-0.2062	0.9239	0.3827
0.227442	9.03863	9.2412	24.3582	-1.78277	0.0110663	-1.5843	-0.0275	0.8686	0.4954
-0.577421	2.68254	-4.36093	-31.1482	-1.3381	0.1551	-1.2519	0.1946	0.7997	0.6004
31.3069	-7.41123	88.5815	-13.531	-1.53424	0.72941	-0.95	0.4566	0.7181	0.6959
2.48613	-0.323993	-41.606	13.5447	-0.9571	0.6329	-0.6833	0.7543	0.6253	0.7804
0.0238381	7.2201	3.40008	16.9051	-0.462579	1.09044	-0.456	1.0832	0.5225	0.8526
-0.445008	1.85157	2.23717	-5.59132	-0.207	1.2954	-0.2717	1.4379	0.4115	0.9114
1.97479	0.111728	6.2192	-4.13118	-0.0649971	1.82995	-0.1334	1.813	0.2941	0.9558
0.558789	1.56492	-4.76907	4.64683	-0.1602	2.1572	-0.0431	2.2024	0.172	0.9851
0.224811	2.89962	-0.291466	2.51078	-0.0381054	2.60912	-0.0024	2.6	0.0471	0.9989
0.376177	3.02159	0.563112	0.0579216	0.4384	2.861	0.0039	2.9999	0.0471	0.9989
-0.00919848	3.31452	-0.964435	1.26172	-0.0716515	3.04796	0.0509	3.3969	0.172	0.9851
0.221358	3.80119	0.94402	1.19172	0.3049	3.8059	0.1473	3.7848	0.2941	0.9558
0.404559	4.19102	0.348774	0.389724	0.422432	4.43814	0.2915	4.1576	0.4115	0.9114
0.525928	4.23099	0.292788	0.0613105	0.5223	4.209	0.4813	4.5094	0.5225	0.8526
0.604137	4.71053	0.0950492	0.652627	0.647159	5.20512	0.7137	4.8347	0.6253	0.7804
1.10646	5.25981	1.4104	1.47396	1.1631	5.3198	0.9851	5.1282	0.7181	0.6959
1.43678	5.87867	0.662099	1.11922	1.45785	6.09179	1.2911	5.3854	0.7997	0.6004
1.85469	5.76075	0.969935	-0.442443	1.8524	5.6635	1.6269	5.6023	0.8686	0.4954
1.79449	6.03952	-0.233084	0.776797	1.70354	6.1411	1.9873	5.7753	0.9239	0.3827
2.47729	5.97291	1.69452	-0.160024	2.5441	5.9375	2.3664	5.9018	0.9646	0.2638
2.82851	5.98248	0.87467	0.141018	2.73533	5.91275	2.7585	5.9798	0.99	0.1409
2.96634	6.0299	0.335154	0.0748625	2.9427	6.0181	3.1572	6.008	0.9999	0.0157
3.4555	6.15914	1.27472	0.314598	3.56151	6.22037	3.5564	5.9861	0.994	-0.1098
4.07818	6.00444	1.49673	-0.430287	4.0769	5.963	3.9496	5.9142	0.9724	-0.2335
4.48038	5.93187	1.2706	0.209511	4.27663	5.7512	4.3308	5.7937	0.9354	-0.3535
4.56805	5.68982	0.0992562	-0.738033	4.497	5.6201	4.6938	5.6263	0.8838	-0.468
4.99569	5.24761	1.36805	-0.869555	4.96132	5.09204	5.033	5.4148	0.8181	-0.575
5.18087	5.18838	0.517272	-0.20895	5.1517	5.2081	5.343	5.1624	0.7396	-0.673
5.56522	4.98778	0.750789	-0.753033	5.73809	5.07549	5.6189	4.8732	0.6494	-0.7604
5.84147	4.45617	0.62304	-1.34169	5.8247	4.4257	5.8564	4.5516	0.549	-0.8358
5.92792	4.30149	0.340164	-0.215689	5.80905	4.32871	6.0517	4.2029	0.4399	-0.898
6.23081	3.7515	0.685239	-1.30152	6.2344	3.7121	6.2018	3.8324	0.3239	-0.9461
6.2085	3.49508	0.275003	-0.400024	5.92213	3.41757	6.3042	3.446	0.2028	-0.9792
6.49319	3.09827	0.712423	-0.932954	6.513	3.0838	6.3574	3.0498	0.0784	-0.9969
6.69626	2.59782	0.453722	-1.2906	6.67786	2.57244	6.3606	2.6501	-0.0471	-0.9989
6.07312	2.37242	-1.7423	-0.721755	5.9418	2.3678	6.3136	2.2531	-0.1719	-0.9851
6.09984	2.08274	0.0968374	-0.765507	6.41607	2.11412	6.2172	1.8651	-0.2941	-0.9558
5.94224	1.53284	-0.478358	-1.41124	5.8993	1.5011	6.073	1.4923	-0.4115	-0.9114
5.728	1.20106	-0.123242	-0.719684	5.50925	1.19328	5.8832	1.1405	-0.5225	-0.8526
5.577	1.04421	-0.409744	-0.388946	5.5593	1.055	5.6507	0.8153	-0.6253	-0.7804
5.02217	0.599171	-0.807826	-1.05771	4.51634	0.534041	5.3794	0.5218	-0.7181	-0.6959
5.03423	0.358919	0.149202	-0.577083	5.0998	0.3813	5.0734	0.2645	-0.7997	-0.6004
4.98839	0.0514192	-0.60918	-0.792936	5.19081	0.044642	4.7376	0.0477	-0.8686	-0.4955
4.46255	0.0319549	-1.41359	0.00418538	4.4089	0.0617	4.3772	-0.1253	-0.9239	-0.3827
4.10541	-0.0898921	-0.982808	-0.327032	4.24832	-0.108356	3.998	-0.2518	-0.9646	-0.2639
3.40786	-0.237057	-1.84709	-0.374641	3.35	-0.2392	3.606	-0.3298	-0.99	-0.1409
3.24226	-0.347263	-0.776181	-0.199746	3.6983	-0.364345	3.2072	-0.358	-0.9999	-0.0157
2.87454	-0.442469	-0.939293	-0.24986	2.8639	-0.4441	2.8081	-0.3361	-0.994	0.1097
2.63076	-0.4065	-0.559442	0.103988	2.65145	-0.398287	2.4149	-0.2643	-0.9724	0.2334
2.20362	-0.0581759	-1.11709	1.07627	2.1621	-0.0115	2.0337	-0.1437	-0.9354	0.3535
2.09885	0.0776628	0.0893003	0.355935	2.02027	0.0111116	1.6707	0.0236	-0.8838	0.4679
1.40207	0.201584	-1.9936	0.345755	1.2652	0.1911	1.3315	0.2352	-0.8181	0.575
1.12067	0.580311	-0.631795	0.971543	1.34636	0.64987	1.0215	0.4875	-0.7396	0.673
0.723053	1.10208	-1.10479	1.46491	0.6981	1.1235	0.7456	0.7768	-0.6494	0.7604
0.568675	1.18455	-0.299378	0.437451	0.340552	0.846247	0.5081	1.0983	-0.549	0.8358
0.287573	1.27406	-0.832875	0.211711	0.2623	1.2575	0.3128	1.4471	-0.4399	0.898
0.169934	1.6733	-0.25307	0.834733	0.252679	1.8801	0.1627	1.8176	-0.3239	0.9461
-0.0906305	2.1541	-0.804876	1.25028	-0.1165	2.1824	0.0603	2.204	-0.2028	0.9792
0.127308	2.6973	0.57621	1.63775	0.132896	2.48184	0.0071	2.6002	-0.0785	0.9969
